/work/sheidaei/conda/envs/mytorch/lib/python3.9/site-packages/torch/functional.py:504: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at /opt/conda/conda-bld/pytorch_1682343997789/work/aten/src/ATen/native/TensorShape.cpp:3483.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
Namespace(dataset='Design', img_size=[160, 160, 160], vit_name='Conv-ViT-Gen-B_16', pretrained_net_path=False, is_encoder_pretrained=True, vit_patches_size=[8, 8, 8], deterministic=1, max_epochs=100, batch_size=32, base_lr=0.01, seed=1234, gpu=4, world_size=-1, rank=-1, dist_url='env://', dist_backend='nccl', local_rank=-1, num_classes=2, root_path='/work/sheidaei/mhashemi/data/mat', list_dir='./lists/lists_Design', exp='TVG_Design[160, 160, 160]', distributed=False)
10 iterations per epoch. 1000 max iterations 
  0%|                                         | 0/100 [00:00<?, ?it/s]iteration 1: loss: 0.700154, loss_kl: 1.172940, loss_recon: 0.693142, loss_pred: 1.663034
iteration 2: loss: 0.881269, loss_kl: 68.887024, loss_recon: 0.691462, loss_pred: 7.876262
iteration 103: loss: 2.349932, loss_kl: 1.514024, loss_recon: 0.619776, loss_pred: 0.263406
iteration 104: loss: 2.875759, loss_kl: 2.183901, loss_recon: 0.621631, loss_pred: 0.131818
iteration 105: loss: 2.389060, loss_kl: 1.694416, loss_recon: 0.616033, loss_pred: 0.127057
iteration 106: loss: 2.845371, loss_kl: 2.188699, loss_recon: 0.620670, loss_pred: 0.096789
iteration 107: loss: 2.906185, loss_kl: 1.949469, loss_recon: 0.623149, loss_pred: 0.395948
iteration 108: loss: 1.596842, loss_kl: 0.871543, loss_recon: 0.616166, loss_pred: 0.135929
iteration 109: loss: 3.298863, loss_kl: 2.263942, loss_recon: 0.630357, loss_pred: 0.477478
iteration 110: loss: 2.014231, loss_kl: 1.247270, loss_recon: 0.635591, loss_pred: 0.169040
 11%|██▉                        | 11/100 [1:06:55<8:58:54, 363.31s/it]iteration 111: loss: 3.465534, loss_kl: 2.102114, loss_recon: 0.620326, loss_pred: 0.772861
iteration 112: loss: 2.901595, loss_kl: 2.154843, loss_recon: 0.609492, loss_pred: 0.161240
iteration 113: loss: 3.261149, loss_kl: 1.918473, loss_recon: 0.634392, loss_pred: 0.735765
iteration 114: loss: 2.983594, loss_kl: 2.093148, loss_recon: 0.616222, loss_pred: 0.298992
iteration 115: loss: 3.045971, loss_kl: 2.175211, loss_recon: 0.631190, loss_pred: 0.264833
iteration 116: loss: 2.053585, loss_kl: 1.079000, loss_recon: 0.629227, loss_pred: 0.360259
iteration 117: loss: 2.559954, loss_kl: 1.689273, loss_recon: 0.622065, loss_pred: 0.268891
iteration 118: loss: 2.524275, loss_kl: 1.732253, loss_recon: 0.630616, loss_pred: 0.181218
iteration 119: loss: 3.245718, loss_kl: 2.429631, loss_recon: 0.622478, loss_pred: 0.221053
iteration 120: loss: 2.330806, loss_kl: 1.617953, loss_recon: 0.629207, loss_pred: 0.101448
 12%|███▏                       | 12/100 [1:12:58<8:52:43, 363.22s/it]iteration 121: loss: 3.206389, loss_kl: 2.444395, loss_recon: 0.620287, loss_pred: 0.152066
iteration 122: loss: 2.705083, loss_kl: 1.965908, loss_recon: 0.627997, loss_pred: 0.119499
iteration 123: loss: 2.197484, loss_kl: 1.401742, loss_recon: 0.615249, loss_pred: 0.186831
iteration 124: loss: 2.440440, loss_kl: 1.620297, loss_recon: 0.620420, loss_pred: 0.207013
iteration 125: loss: 1.623911, loss_kl: 0.857560, loss_recon: 0.633481, loss_pred: 0.136838
iteration 126: loss: 2.526018, loss_kl: 1.787856, loss_recon: 0.609359, loss_pred: 0.136481
iteration 127: loss: 2.048572, loss_kl: 1.296753, loss_recon: 0.626806, loss_pred: 0.130708
iteration 128: loss: 2.284726, loss_kl: 1.585747, loss_recon: 0.617436, loss_pred: 0.088222
iteration 129: loss: 2.164060, loss_kl: 1.427619, loss_recon: 0.627124, loss_pred: 0.115473
iteration 130: loss: 2.190724, loss_kl: 1.441996, loss_recon: 0.649639, loss_pred: 0.105264
 13%|███▌                       | 13/100 [1:19:02<8:46:49, 363.33s/it]iteration 131: loss: 2.161547, loss_kl: 1.134373, loss_recon: 0.615068, loss_pred: 0.412106
iteration 132: loss: 2.128515, loss_kl: 1.309216, loss_recon: 0.620909, loss_pred: 0.198389
iteration 133: loss: 2.168105, loss_kl: 1.427899, loss_recon: 0.618667, loss_pred: 0.121540
iteration 134: loss: 2.584453, loss_kl: 1.766098, loss_recon: 0.609382, loss_pred: 0.208972
iteration 135: loss: 1.901213, loss_kl: 1.207962, loss_recon: 0.611256, loss_pred: 0.081995
iteration 136: loss: 2.085966, loss_kl: 1.354882, loss_recon: 0.624516, loss_pred: 0.106568
iteration 137: loss: 2.026544, loss_kl: 1.242967, loss_recon: 0.629120, loss_pred: 0.154456
iteration 138: loss: 2.033601, loss_kl: 1.310764, loss_recon: 0.624680, loss_pred: 0.098156
iteration 139: loss: 1.913987, loss_kl: 1.173105, loss_recon: 0.624254, loss_pred: 0.116627
iteration 140: loss: 2.014822, loss_kl: 1.266520, loss_recon: 0.646463, loss_pred: 0.101840
 14%|███▊                       | 14/100 [1:25:05<8:40:36, 363.22s/it]iteration 141: loss: 2.341349, loss_kl: 1.509968, loss_recon: 0.616830, loss_pred: 0.214552
iteration 142: loss: 2.442686, loss_kl: 1.720265, loss_recon: 0.624338, loss_pred: 0.098083
iteration 143: loss: 1.951806, loss_kl: 1.202188, loss_recon: 0.624711, loss_pred: 0.124907
iteration 144: loss: 2.055093, loss_kl: 1.303836, loss_recon: 0.614399, loss_pred: 0.136858
iteration 145: loss: 1.731767, loss_kl: 1.024256, loss_recon: 0.614304, loss_pred: 0.093207
iteration 146: loss: 1.853927, loss_kl: 1.151890, loss_recon: 0.619381, loss_pred: 0.082656
iteration 147: loss: 1.967409, loss_kl: 1.266815, loss_recon: 0.614001, loss_pred: 0.086594
iteration 148: loss: 1.534882, loss_kl: 0.846417, loss_recon: 0.620843, loss_pred: 0.067623
iteration 149: loss: 2.051984, loss_kl: 1.337087, loss_recon: 0.631972, loss_pred: 0.082925
iteration 150: loss: 2.097947, loss_kl: 1.234534, loss_recon: 0.635187, loss_pred: 0.228227
 15%|████                       | 15/100 [1:31:08<8:34:29, 363.18s/it]iteration 151: loss: 2.173535, loss_kl: 1.379109, loss_recon: 0.621578, loss_pred: 0.172849
iteration 152: loss: 2.685560, loss_kl: 1.784467, loss_recon: 0.622968, loss_pred: 0.278125
iteration 153: loss: 2.152171, loss_kl: 1.452050, loss_recon: 0.623351, loss_pred: 0.076770
iteration 154: loss: 2.855191, loss_kl: 1.865746, loss_recon: 0.614520, loss_pred: 0.374925
iteration 155: loss: 1.890517, loss_kl: 1.185958, loss_recon: 0.604693, loss_pred: 0.099866
iteration 156: loss: 2.026383, loss_kl: 1.210332, loss_recon: 0.632162, loss_pred: 0.183888
iteration 157: loss: 1.688896, loss_kl: 0.911203, loss_recon: 0.627504, loss_pred: 0.150190
iteration 158: loss: 2.446151, loss_kl: 1.657493, loss_recon: 0.620482, loss_pred: 0.168177
iteration 159: loss: 1.679076, loss_kl: 0.975911, loss_recon: 0.620716, loss_pred: 0.082449
iteration 160: loss: 1.973495, loss_kl: 1.178313, loss_recon: 0.634534, loss_pred: 0.160647
 16%|████▎                      | 16/100 [1:37:11<8:28:37, 363.31s/it]iteration 161: loss: 2.389138, loss_kl: 1.711836, loss_recon: 0.621770, loss_pred: 0.055532
iteration 162: loss: 2.434510, loss_kl: 1.697596, loss_recon: 0.610388, loss_pred: 0.126526
iteration 163: loss: 2.082913, loss_kl: 1.384925, loss_recon: 0.609299, loss_pred: 0.088689
iteration 164: loss: 2.207854, loss_kl: 1.530279, loss_recon: 0.613386, loss_pred: 0.064189
iteration 165: loss: 2.200292, loss_kl: 1.515553, loss_recon: 0.616373, loss_pred: 0.068367
iteration 166: loss: 1.341845, loss_kl: 0.662592, loss_recon: 0.617011, loss_pred: 0.062242
iteration 167: loss: 1.727864, loss_kl: 1.018437, loss_recon: 0.615045, loss_pred: 0.094382
iteration 168: loss: 2.211024, loss_kl: 1.529402, loss_recon: 0.616268, loss_pred: 0.065354
iteration 169: loss: 1.593320, loss_kl: 0.904437, loss_recon: 0.626804, loss_pred: 0.062078
iteration 170: loss: 1.824790, loss_kl: 1.081988, loss_recon: 0.632983, loss_pred: 0.109818
 17%|████▌                      | 17/100 [1:43:15<8:22:42, 363.40s/it]iteration 171: loss: 1.821131, loss_kl: 1.122488, loss_recon: 0.610714, loss_pred: 0.087929
iteration 172: loss: 1.896395, loss_kl: 1.155850, loss_recon: 0.627203, loss_pred: 0.113341
iteration 173: loss: 1.874656, loss_kl: 1.176353, loss_recon: 0.623410, loss_pred: 0.074893
iteration 174: loss: 1.651680, loss_kl: 0.933085, loss_recon: 0.617892, loss_pred: 0.100703
iteration 175: loss: 1.608293, loss_kl: 0.912950, loss_recon: 0.615983, loss_pred: 0.079359
iteration 176: loss: 1.704295, loss_kl: 1.004574, loss_recon: 0.607817, loss_pred: 0.091904
iteration 177: loss: 1.511281, loss_kl: 0.815640, loss_recon: 0.615622, loss_pred: 0.080020
iteration 178: loss: 1.832843, loss_kl: 1.089007, loss_recon: 0.620491, loss_pred: 0.123345
iteration 179: loss: 1.856668, loss_kl: 1.155080, loss_recon: 0.610579, loss_pred: 0.091009
iteration 180: loss: 1.481966, loss_kl: 0.732893, loss_recon: 0.630011, loss_pred: 0.119062
 18%|████▊                      | 18/100 [1:49:18<8:16:34, 363.35s/it]iteration 181: loss: 1.673851, loss_kl: 0.985984, loss_recon: 0.616591, loss_pred: 0.071276
iteration 182: loss: 2.135813, loss_kl: 1.431127, loss_recon: 0.618897, loss_pred: 0.085790
iteration 183: loss: 1.775311, loss_kl: 1.090400, loss_recon: 0.618450, loss_pred: 0.066462
iteration 184: loss: 1.949989, loss_kl: 1.280653, loss_recon: 0.599551, loss_pred: 0.069785
iteration 185: loss: 1.301107, loss_kl: 0.626225, loss_recon: 0.611387, loss_pred: 0.063495
iteration 186: loss: 1.728145, loss_kl: 1.033395, loss_recon: 0.616853, loss_pred: 0.077897
iteration 187: loss: 1.980554, loss_kl: 1.271203, loss_recon: 0.615673, loss_pred: 0.093679
iteration 188: loss: 1.507626, loss_kl: 0.781850, loss_recon: 0.618973, loss_pred: 0.106802
iteration 189: loss: 1.456905, loss_kl: 0.752879, loss_recon: 0.619843, loss_pred: 0.084183
iteration 190: loss: 1.723140, loss_kl: 1.018966, loss_recon: 0.642787, loss_pred: 0.061388
 19%|█████▏                     | 19/100 [1:55:21<8:10:27, 363.31s/it]iteration 191: loss: 2.061896, loss_kl: 1.350852, loss_recon: 0.627664, loss_pred: 0.083380
iteration 192: loss: 2.331408, loss_kl: 1.645838, loss_recon: 0.625506, loss_pred: 0.060064
iteration 193: loss: 2.023637, loss_kl: 1.332683, loss_recon: 0.623000, loss_pred: 0.067953
iteration 194: loss: 1.488961, loss_kl: 0.812240, loss_recon: 0.614676, loss_pred: 0.062044
iteration 195: loss: 2.201619, loss_kl: 1.477339, loss_recon: 0.611277, loss_pred: 0.113003
iteration 196: loss: 1.654466, loss_kl: 0.986055, loss_recon: 0.605754, loss_pred: 0.062656
iteration 197: loss: 1.513107, loss_kl: 0.826088, loss_recon: 0.626231, loss_pred: 0.060788
iteration 198: loss: 1.969723, loss_kl: 1.279307, loss_recon: 0.620512, loss_pred: 0.069904
iteration 199: loss: 1.961448, loss_kl: 1.285204, loss_recon: 0.604150, loss_pred: 0.072094
iteration 200: loss: 1.956269, loss_kl: 1.182732, loss_recon: 0.619563, loss_pred: 0.153973
 20%|█████▍                     | 20/100 [2:01:25<8:04:40, 363.50s/it]iteration 201: loss: 1.861162, loss_kl: 1.167947, loss_recon: 0.602454, loss_pred: 0.090761
iteration 202: loss: 1.679457, loss_kl: 0.964858, loss_recon: 0.624467, loss_pred: 0.090132
iteration 203: loss: 2.200260, loss_kl: 1.428555, loss_recon: 0.628651, loss_pred: 0.143054
iteration 204: loss: 2.120520, loss_kl: 1.263155, loss_recon: 0.628515, loss_pred: 0.228850
iteration 205: loss: 1.788005, loss_kl: 1.067898, loss_recon: 0.617370, loss_pred: 0.102737
iteration 206: loss: 2.032742, loss_kl: 1.262706, loss_recon: 0.609561, loss_pred: 0.160475
iteration 207: loss: 1.831798, loss_kl: 1.069442, loss_recon: 0.620025, loss_pred: 0.142331
iteration 208: loss: 2.242062, loss_kl: 1.339086, loss_recon: 0.611229, loss_pred: 0.291746
iteration 209: loss: 1.353404, loss_kl: 0.631942, loss_recon: 0.614510, loss_pred: 0.106952
iteration 210: loss: 1.753036, loss_kl: 0.992018, loss_recon: 0.612705, loss_pred: 0.148313
 21%|█████▋                     | 21/100 [2:07:28<7:58:21, 363.31s/it]iteration 211: loss: 1.634007, loss_kl: 0.892276, loss_recon: 0.618865, loss_pred: 0.122866
iteration 212: loss: 1.767338, loss_kl: 1.000935, loss_recon: 0.619400, loss_pred: 0.147003
iteration 213: loss: 1.684019, loss_kl: 0.941871, loss_recon: 0.614960, loss_pred: 0.127188
iteration 214: loss: 1.791127, loss_kl: 1.047073, loss_recon: 0.614374, loss_pred: 0.129680
iteration 215: loss: 1.631007, loss_kl: 0.770157, loss_recon: 0.620220, loss_pred: 0.240630
iteration 216: loss: 1.569299, loss_kl: 0.799160, loss_recon: 0.613957, loss_pred: 0.156183
iteration 217: loss: 1.610548, loss_kl: 0.795592, loss_recon: 0.612296, loss_pred: 0.202660
iteration 218: loss: 2.001225, loss_kl: 1.279004, loss_recon: 0.614687, loss_pred: 0.107534
iteration 219: loss: 1.875537, loss_kl: 1.079301, loss_recon: 0.619281, loss_pred: 0.176955
iteration 220: loss: 1.380641, loss_kl: 0.677014, loss_recon: 0.615702, loss_pred: 0.087925
 22%|█████▉                     | 22/100 [2:13:32<7:52:25, 363.41s/it]iteration 221: loss: 1.959889, loss_kl: 1.235497, loss_recon: 0.611285, loss_pred: 0.113107
iteration 222: loss: 2.297496, loss_kl: 1.569736, loss_recon: 0.612688, loss_pred: 0.115072
iteration 223: loss: 1.711403, loss_kl: 0.996489, loss_recon: 0.616397, loss_pred: 0.098518
iteration 224: loss: 1.826556, loss_kl: 1.151692, loss_recon: 0.608947, loss_pred: 0.065918
iteration 225: loss: 1.614101, loss_kl: 0.910365, loss_recon: 0.619247, loss_pred: 0.084489
iteration 226: loss: 1.949212, loss_kl: 1.231410, loss_recon: 0.619475, loss_pred: 0.098327
iteration 227: loss: 2.497153, loss_kl: 1.814123, loss_recon: 0.615794, loss_pred: 0.067236
iteration 228: loss: 1.746918, loss_kl: 1.071162, loss_recon: 0.610424, loss_pred: 0.065332
iteration 229: loss: 1.568074, loss_kl: 0.902286, loss_recon: 0.630084, loss_pred: 0.035703
iteration 230: loss: 1.750274, loss_kl: 0.999521, loss_recon: 0.601189, loss_pred: 0.149565
 23%|██████▏                    | 23/100 [2:19:35<7:46:24, 363.44s/it]iteration 231: loss: 1.671563, loss_kl: 0.935138, loss_recon: 0.612105, loss_pred: 0.124320
iteration 232: loss: 1.654487, loss_kl: 0.997676, loss_recon: 0.604037, loss_pred: 0.052775
iteration 233: loss: 1.730278, loss_kl: 1.050342, loss_recon: 0.616716, loss_pred: 0.063221
iteration 234: loss: 1.844782, loss_kl: 1.139121, loss_recon: 0.612276, loss_pred: 0.093386
iteration 235: loss: 1.786751, loss_kl: 1.117633, loss_recon: 0.620388, loss_pred: 0.048730
iteration 236: loss: 1.846137, loss_kl: 1.179671, loss_recon: 0.615155, loss_pred: 0.051311
iteration 237: loss: 1.835958, loss_kl: 1.174672, loss_recon: 0.613410, loss_pred: 0.047876
iteration 238: loss: 1.605944, loss_kl: 0.939458, loss_recon: 0.631422, loss_pred: 0.035065
