/work/sheidaei/conda/envs/mytorch/lib/python3.9/site-packages/torch/functional.py:504: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at /opt/conda/conda-bld/pytorch_1682343997789/work/aten/src/ATen/native/TensorShape.cpp:3483.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
Namespace(dataset='Design', img_size=[64, 64, 64], vit_patches_size=[4, 4, 4], vit_name='Conv-ViT-Gen2-B_16', pretrained_net_path=False, is_encoder_pretrained=True, deterministic=1, max_epochs=200, batch_size=32, base_lr=0.003, seed=1234, gpu=4, world_size=-1, rank=-1, dist_url='env://', dist_backend='nccl', local_rank=-1, num_classes=2, root_path='/work/sheidaei/mhashemi/data/mat', list_dir='./lists/lists_Design', exp='TVG_Design[64, 64, 64]', distributed=False)
10 iterations per epoch. 2000 max iterations 
  0%|                                         | 0/200 [00:00<?, ?it/s]iteration 1: loss: 70.891281, loss_kl: 17.353088, loss_recon: 0.693148, loss_pred: 1.402912
iteration 2: loss: 72.747917, loss_kl: 33.333138, loss_recon: 0.703651, loss_pred: 2.049483
iteration 100: loss: 61.053837, loss_kl: 20.125996, loss_recon: 0.606607, loss_pred: 0.191825
  5%|█▌                            | 10/200 [08:21<2:36:55, 49.56s/it]iteration 101: loss: 61.135120, loss_kl: 20.577112, loss_recon: 0.606730, loss_pred: 0.256365
iteration 102: loss: 61.420048, loss_kl: 23.524380, loss_recon: 0.610133, loss_pred: 0.171505
iteration 103: loss: 61.057915, loss_kl: 25.732138, loss_recon: 0.606719, loss_pred: 0.128669
iteration 104: loss: 61.808441, loss_kl: 26.452106, loss_recon: 0.613289, loss_pred: 0.215064
iteration 105: loss: 61.650219, loss_kl: 24.180202, loss_recon: 0.612715, loss_pred: 0.136922
iteration 106: loss: 61.473637, loss_kl: 22.740749, loss_recon: 0.611232, loss_pred: 0.123047
iteration 107: loss: 61.193268, loss_kl: 22.286751, loss_recon: 0.608539, loss_pred: 0.116547
iteration 108: loss: 61.492401, loss_kl: 19.905869, loss_recon: 0.611064, loss_pred: 0.186899
iteration 109: loss: 62.025703, loss_kl: 20.373175, loss_recon: 0.617073, loss_pred: 0.114658
iteration 110: loss: 62.889927, loss_kl: 20.042507, loss_recon: 0.625839, loss_pred: 0.105625
  6%|█▋                            | 11/200 [09:11<2:36:12, 49.59s/it]iteration 111: loss: 62.442692, loss_kl: 19.052128, loss_recon: 0.620865, loss_pred: 0.165638
iteration 112: loss: 62.112663, loss_kl: 16.655937, loss_recon: 0.617792, loss_pred: 0.166932
iteration 113: loss: 61.524467, loss_kl: 17.050678, loss_recon: 0.612193, loss_pred: 0.134661
iteration 114: loss: 60.474953, loss_kl: 17.593510, loss_recon: 0.602005, loss_pred: 0.098472
iteration 115: loss: 61.376972, loss_kl: 17.681545, loss_recon: 0.610753, loss_pred: 0.124880
iteration 116: loss: 61.524361, loss_kl: 19.382446, loss_recon: 0.611792, loss_pred: 0.151366
iteration 117: loss: 61.614292, loss_kl: 18.130821, loss_recon: 0.613317, loss_pred: 0.101233
iteration 118: loss: 61.009369, loss_kl: 17.533043, loss_recon: 0.607234, loss_pred: 0.110658
iteration 119: loss: 62.294407, loss_kl: 15.745333, loss_recon: 0.619376, loss_pred: 0.199391
iteration 120: loss: 61.805920, loss_kl: 17.086090, loss_recon: 0.615038, loss_pred: 0.131216
  6%|█▊                            | 12/200 [10:00<2:35:27, 49.61s/it]iteration 121: loss: 61.224392, loss_kl: 15.921478, loss_recon: 0.609515, loss_pred: 0.113680
iteration 122: loss: 60.075920, loss_kl: 16.580036, loss_recon: 0.597419, loss_pred: 0.168233
iteration 123: loss: 62.335686, loss_kl: 16.800880, loss_recon: 0.620346, loss_pred: 0.133080
iteration 124: loss: 61.957779, loss_kl: 18.804150, loss_recon: 0.615341, loss_pred: 0.235653
iteration 125: loss: 61.820641, loss_kl: 18.853037, loss_recon: 0.615495, loss_pred: 0.082631
iteration 126: loss: 61.440876, loss_kl: 18.694241, loss_recon: 0.611450, loss_pred: 0.108976
iteration 127: loss: 62.646080, loss_kl: 16.543282, loss_recon: 0.623951, loss_pred: 0.085573
iteration 128: loss: 61.361050, loss_kl: 17.733107, loss_recon: 0.610361, loss_pred: 0.147574
iteration 129: loss: 61.709545, loss_kl: 15.720677, loss_recon: 0.614581, loss_pred: 0.094280
iteration 130: loss: 61.151905, loss_kl: 15.323030, loss_recon: 0.608261, loss_pred: 0.172557
  6%|█▉                            | 13/200 [10:50<2:34:48, 49.67s/it]iteration 131: loss: 61.408997, loss_kl: 14.495438, loss_recon: 0.606081, loss_pred: 0.081874
iteration 132: loss: 60.516205, loss_kl: 11.330839, loss_recon: 0.598341, loss_pred: 0.120109
iteration 133: loss: 62.015747, loss_kl: 11.072122, loss_recon: 0.613405, loss_pred: 0.126117
iteration 134: loss: 63.277908, loss_kl: 9.365170, loss_recon: 0.626084, loss_pred: 0.204997
iteration 135: loss: 62.067883, loss_kl: 11.978651, loss_recon: 0.613506, loss_pred: 0.123125
iteration 136: loss: 61.360767, loss_kl: 11.761456, loss_recon: 0.605801, loss_pred: 0.197277
iteration 137: loss: 63.564934, loss_kl: 12.494711, loss_recon: 0.627382, loss_pred: 0.207000
iteration 138: loss: 62.963478, loss_kl: 13.053567, loss_recon: 0.621031, loss_pred: 0.212894
iteration 139: loss: 62.196800, loss_kl: 12.013200, loss_recon: 0.614133, loss_pred: 0.187643
iteration 140: loss: 61.740097, loss_kl: 12.304566, loss_recon: 0.610196, loss_pred: 0.110173
  7%|██                            | 14/200 [11:42<2:36:00, 50.33s/it]iteration 141: loss: 63.462753, loss_kl: 11.209765, loss_recon: 0.622493, loss_pred: 0.213502
iteration 142: loss: 61.230614, loss_kl: 9.112765, loss_recon: 0.602962, loss_pred: 0.121527
iteration 143: loss: 62.940735, loss_kl: 12.543501, loss_recon: 0.616535, loss_pred: 0.168356
iteration 144: loss: 61.917160, loss_kl: 12.716213, loss_recon: 0.606428, loss_pred: 0.140083
iteration 145: loss: 62.338745, loss_kl: 13.234670, loss_recon: 0.609970, loss_pred: 0.161246
iteration 146: loss: 62.739071, loss_kl: 11.360276, loss_recon: 0.615556, loss_pred: 0.170167
iteration 147: loss: 62.888237, loss_kl: 14.287110, loss_recon: 0.614266, loss_pred: 0.187264
iteration 148: loss: 63.408871, loss_kl: 14.441999, loss_recon: 0.619804, loss_pred: 0.140226
iteration 149: loss: 62.327991, loss_kl: 14.651434, loss_recon: 0.608874, loss_pred: 0.133645
iteration 150: loss: 63.584133, loss_kl: 14.870595, loss_recon: 0.620821, loss_pred: 0.175582
  8%|██▎                           | 15/200 [12:31<2:34:22, 50.07s/it]iteration 151: loss: 62.705555, loss_kl: 12.837275, loss_recon: 0.608642, loss_pred: 0.187889
iteration 152: loss: 63.674854, loss_kl: 14.712616, loss_recon: 0.615325, loss_pred: 0.247359
iteration 153: loss: 63.300251, loss_kl: 12.742127, loss_recon: 0.614943, loss_pred: 0.164765
iteration 154: loss: 62.337204, loss_kl: 16.302975, loss_recon: 0.600473, loss_pred: 0.190105
iteration 155: loss: 62.772724, loss_kl: 14.453062, loss_recon: 0.607696, loss_pred: 0.141619
iteration 156: loss: 62.295128, loss_kl: 14.981493, loss_recon: 0.601488, loss_pred: 0.216763
iteration 157: loss: 64.073151, loss_kl: 13.866772, loss_recon: 0.621070, loss_pred: 0.180079
iteration 158: loss: 66.867912, loss_kl: 16.251930, loss_recon: 0.644673, loss_pred: 0.307409
iteration 159: loss: 62.476234, loss_kl: 14.826718, loss_recon: 0.604233, loss_pred: 0.143229
iteration 160: loss: 63.177605, loss_kl: 15.311626, loss_recon: 0.611024, loss_pred: 0.103066
  8%|██▍                           | 16/200 [13:21<2:32:55, 49.87s/it]iteration 161: loss: 64.904808, loss_kl: 14.401265, loss_recon: 0.623499, loss_pred: 0.129772
iteration 162: loss: 64.122131, loss_kl: 13.687742, loss_recon: 0.616713, loss_pred: 0.145799
iteration 163: loss: 63.155651, loss_kl: 12.684790, loss_recon: 0.608494, loss_pred: 0.170180
iteration 164: loss: 62.953968, loss_kl: 12.239038, loss_recon: 0.607533, loss_pred: 0.139577
iteration 165: loss: 63.451717, loss_kl: 14.283915, loss_recon: 0.608397, loss_pred: 0.206629
iteration 166: loss: 64.060219, loss_kl: 11.238991, loss_recon: 0.620031, loss_pred: 0.164522
iteration 167: loss: 62.271671, loss_kl: 13.011769, loss_recon: 0.598750, loss_pred: 0.205503
iteration 168: loss: 63.577034, loss_kl: 15.443624, loss_recon: 0.608462, loss_pred: 0.130144
iteration 169: loss: 64.373268, loss_kl: 13.051627, loss_recon: 0.619788, loss_pred: 0.196595
iteration 170: loss: 63.324348, loss_kl: 10.391165, loss_recon: 0.613593, loss_pred: 0.215143
  8%|██▌                           | 17/200 [14:10<2:31:55, 49.81s/it]iteration 171: loss: 63.683273, loss_kl: 12.727633, loss_recon: 0.608505, loss_pred: 0.185434
iteration 172: loss: 63.226776, loss_kl: 11.186169, loss_recon: 0.607016, loss_pred: 0.198470
iteration 173: loss: 65.272964, loss_kl: 10.944757, loss_recon: 0.628880, loss_pred: 0.108416
iteration 174: loss: 63.343422, loss_kl: 9.543030, loss_recon: 0.612026, loss_pred: 0.155880
iteration 175: loss: 63.689373, loss_kl: 9.890315, loss_recon: 0.614752, loss_pred: 0.157035
iteration 176: loss: 63.081390, loss_kl: 9.378778, loss_recon: 0.609049, loss_pred: 0.225707
iteration 177: loss: 63.049686, loss_kl: 9.393942, loss_recon: 0.608463, loss_pred: 0.249453
iteration 178: loss: 63.005211, loss_kl: 8.358194, loss_recon: 0.610420, loss_pred: 0.224694
iteration 179: loss: 62.136345, loss_kl: 7.713957, loss_recon: 0.603604, loss_pred: 0.171442
iteration 180: loss: 64.037170, loss_kl: 8.601691, loss_recon: 0.620819, loss_pred: 0.166128
  9%|██▋                           | 18/200 [14:59<2:30:15, 49.54s/it]iteration 181: loss: 63.704723, loss_kl: 11.420115, loss_recon: 0.606882, loss_pred: 0.188861
iteration 182: loss: 63.448208, loss_kl: 7.566165, loss_recon: 0.614148, loss_pred: 0.160020
iteration 183: loss: 63.042522, loss_kl: 5.645879, loss_recon: 0.614968, loss_pred: 0.147802
iteration 184: loss: 61.746567, loss_kl: 6.801027, loss_recon: 0.598850, loss_pred: 0.177616
iteration 185: loss: 63.077892, loss_kl: 8.380676, loss_recon: 0.608521, loss_pred: 0.150725
iteration 186: loss: 61.803181, loss_kl: 6.865666, loss_recon: 0.599506, loss_pred: 0.152612
iteration 187: loss: 64.156441, loss_kl: 7.172184, loss_recon: 0.621895, loss_pred: 0.191134
iteration 188: loss: 64.136726, loss_kl: 9.384184, loss_recon: 0.616639, loss_pred: 0.149338
iteration 189: loss: 63.474541, loss_kl: 7.408154, loss_recon: 0.615237, loss_pred: 0.116539
iteration 190: loss: 63.091141, loss_kl: 8.129505, loss_recon: 0.609422, loss_pred: 0.136051
 10%|██▊                           | 19/200 [15:49<2:29:18, 49.49s/it]iteration 191: loss: 62.955406, loss_kl: 8.226961, loss_recon: 0.603719, loss_pred: 0.220727
iteration 192: loss: 63.839844, loss_kl: 7.183777, loss_recon: 0.615999, loss_pred: 0.176813
iteration 193: loss: 64.087135, loss_kl: 6.739990, loss_recon: 0.619692, loss_pred: 0.182175
iteration 194: loss: 65.031990, loss_kl: 8.949013, loss_recon: 0.622863, loss_pred: 0.175532
iteration 195: loss: 63.038525, loss_kl: 7.214283, loss_recon: 0.608348, loss_pred: 0.131802
iteration 196: loss: 61.372322, loss_kl: 6.727460, loss_recon: 0.592638, loss_pred: 0.176366
iteration 197: loss: 62.547165, loss_kl: 6.467730, loss_recon: 0.605417, loss_pred: 0.147980
iteration 198: loss: 63.957825, loss_kl: 6.052226, loss_recon: 0.620615, loss_pred: 0.158082
iteration 199: loss: 61.514549, loss_kl: 5.975023, loss_recon: 0.596496, loss_pred: 0.148926
iteration 200: loss: 64.616646, loss_kl: 5.860596, loss_recon: 0.627934, loss_pred: 0.140044
 10%|███                           | 20/200 [16:39<2:29:06, 49.70s/it]iteration 201: loss: 63.131447, loss_kl: 5.588674, loss_recon: 0.612047, loss_pred: 0.100415
iteration 202: loss: 62.220074, loss_kl: 6.008118, loss_recon: 0.601067, loss_pred: 0.149952
iteration 203: loss: 63.434357, loss_kl: 5.771260, loss_recon: 0.614330, loss_pred: 0.115356
iteration 204: loss: 61.890778, loss_kl: 5.488571, loss_recon: 0.599116, loss_pred: 0.185526
iteration 205: loss: 64.317917, loss_kl: 7.379752, loss_recon: 0.617592, loss_pred: 0.147057
iteration 206: loss: 64.404068, loss_kl: 6.465582, loss_recon: 0.621555, loss_pred: 0.135635
iteration 207: loss: 63.133495, loss_kl: 5.389022, loss_recon: 0.612465, loss_pred: 0.125852
iteration 208: loss: 63.343063, loss_kl: 5.302583, loss_recon: 0.614810, loss_pred: 0.129158
iteration 209: loss: 63.032494, loss_kl: 5.601192, loss_recon: 0.610651, loss_pred: 0.136966
iteration 210: loss: 62.422527, loss_kl: 5.474359, loss_recon: 0.603366, loss_pred: 0.296876
 10%|███▏                          | 21/200 [17:29<2:28:35, 49.81s/it]iteration 211: loss: 63.707100, loss_kl: 5.282971, loss_recon: 0.616307, loss_pred: 0.140766
iteration 212: loss: 62.997395, loss_kl: 4.824175, loss_recon: 0.611095, loss_pred: 0.120305
iteration 213: loss: 63.101982, loss_kl: 5.088413, loss_recon: 0.611226, loss_pred: 0.114936
iteration 214: loss: 62.906487, loss_kl: 6.094946, loss_recon: 0.605580, loss_pred: 0.115265
iteration 215: loss: 62.879082, loss_kl: 6.375604, loss_recon: 0.603771, loss_pred: 0.165975
iteration 216: loss: 63.458027, loss_kl: 5.138667, loss_recon: 0.614067, loss_pred: 0.168476
iteration 217: loss: 65.032684, loss_kl: 5.552311, loss_recon: 0.628142, loss_pred: 0.184080
iteration 218: loss: 62.437702, loss_kl: 5.965491, loss_recon: 0.600840, loss_pred: 0.167923
iteration 219: loss: 63.519951, loss_kl: 6.260562, loss_recon: 0.610085, loss_pred: 0.217565
iteration 220: loss: 62.628170, loss_kl: 4.069893, loss_recon: 0.608740, loss_pred: 0.262960
 11%|███▎                          | 22/200 [18:18<2:27:30, 49.72s/it]iteration 221: loss: 64.071007, loss_kl: 4.075035, loss_recon: 0.622770, loss_pred: 0.139530
iteration 222: loss: 62.669586, loss_kl: 4.170342, loss_recon: 0.608242, loss_pred: 0.152267
iteration 223: loss: 61.962288, loss_kl: 3.808419, loss_recon: 0.601653, loss_pred: 0.250759
iteration 224: loss: 62.267879, loss_kl: 4.074651, loss_recon: 0.604455, loss_pred: 0.168021
iteration 225: loss: 62.056110, loss_kl: 3.989930, loss_recon: 0.601747, loss_pred: 0.261508
iteration 226: loss: 62.741425, loss_kl: 3.577562, loss_recon: 0.609488, loss_pred: 0.340092
iteration 227: loss: 63.682812, loss_kl: 3.648456, loss_recon: 0.619404, loss_pred: 0.261121
iteration 228: loss: 63.874565, loss_kl: 3.895454, loss_recon: 0.621631, loss_pred: 0.129925
iteration 229: loss: 62.149441, loss_kl: 2.894831, loss_recon: 0.608504, loss_pred: 0.123732
iteration 230: loss: 62.366325, loss_kl: 3.851136, loss_recon: 0.606033, loss_pred: 0.199469
 12%|███▍                          | 23/200 [19:08<2:26:34, 49.69s/it]iteration 231: loss: 61.833893, loss_kl: 2.560348, loss_recon: 0.604411, loss_pred: 0.251936
iteration 232: loss: 62.955002, loss_kl: 4.122278, loss_recon: 0.607715, loss_pred: 0.346576
iteration 233: loss: 61.994591, loss_kl: 4.672509, loss_recon: 0.595246, loss_pred: 0.387879
iteration 234: loss: 63.816948, loss_kl: 3.684624, loss_recon: 0.620421, loss_pred: 0.132948
iteration 235: loss: 62.474216, loss_kl: 4.111441, loss_recon: 0.604966, loss_pred: 0.145585
iteration 236: loss: 62.670975, loss_kl: 3.952295, loss_recon: 0.607451, loss_pred: 0.164724
iteration 237: loss: 63.048447, loss_kl: 2.898913, loss_recon: 0.614985, loss_pred: 0.258165
iteration 238: loss: 63.751198, loss_kl: 3.592947, loss_recon: 0.619334, loss_pred: 0.216748
iteration 239: loss: 62.691875, loss_kl: 3.505436, loss_recon: 0.609747, loss_pred: 0.155203
